日時,レース名,グレード,着順,馬名,年齢,騎手,調教師
2020年2月22日,京都牝馬ステークス,GⅢ,17,アルーシャ,牝5,C.ルメール,藤沢 和雄
2020年2月23日,フェブラリーステークス,GⅠ,1,モズアスコット,牡6,C.ルメール,矢作 芳人
2020年2月23日,フェブラリーステークス,GⅠ,2,ケイティブレイブ,牡7,長岡 禎仁,杉山 晴紀
2020年2月23日,フェブラリーステークス,GⅠ,3,サンライズノヴァ,牡6,松山 弘平,音無 秀孝
2020年2月23日,フェブラリーステークス,GⅠ,4,ワンダーリーデル,牡7,横山 典弘,安田 翔伍
2020年2月23日,フェブラリーステークス,GⅠ,5,タイムフライヤー,牡5,S.フォーリー,松田 国英
2020年2月23日,フェブラリーステークス,GⅠ,6,キングズガード,牡9,秋山 真一郎,寺島 良
2020年2月23日,フェブラリーステークス,GⅠ,6,モジアナフレイバー,牡5,繁田 健一,福永 敏
2020年2月23日,フェブラリーステークス,GⅠ,8,ノンコノユメ,せん8,真島 大輔,荒山 勝徳
2020年2月23日,フェブラリーステークス,GⅠ,9,アルクトス,牡5,田辺 裕信,栗田 徹
2020年2月23日,フェブラリーステークス,GⅠ,10,ヴェンジェンス,牡7,幸 英明,大根田 裕之
2020年2月23日,フェブラリーステークス,GⅠ,11,ミューチャリー,牡4,御神本 訓史,矢野 義幸
2020年2月23日,フェブラリーステークス,GⅠ,12,ワイドファラオ,牡4,福永 祐一,角居 勝彦
2020年2月23日,フェブラリーステークス,GⅠ,13,ブルドッグボス,牡8,和田 竜二,加用 正
2020年2月23日,フェブラリーステークス,GⅠ,14,インティ,牡6,武 豊,野中 賢二
2020年2月23日,フェブラリーステークス,GⅠ,15,デルマルーヴル,牡4,M.デムーロ,戸田 博文
2020年2月23日,フェブラリーステークス,GⅠ,16,ミッキーワイルド,牡5,北村 友一,安田 隆行
2020年2月23日,小倉大賞典,GⅢ,1,カデナ,牡6,鮫島 克駿,中竹 和也
2020年2月23日,小倉大賞典,GⅢ,2,ドゥオーモ,牡7,勝浦 正樹,野中 賢二
2020年2月23日,小倉大賞典,GⅢ,3,ジナンボー,牡5,A.シュタルケ,堀 宣行
2020年2月23日,小倉大賞典,GⅢ,4,レイホーロマンス,牝7,松若 風馬,橋田 満
2020年2月23日,小倉大賞典,GⅢ,5,アウトライアーズ,牡6,丸田 恭介,小島 茂之
2020年2月23日,小倉大賞典,GⅢ,6,テリトーリアル,牡6,藤岡 康太,西浦 勝一
2020年2月23日,小倉大賞典,GⅢ,7,ナイトオブナイツ,牡7,丹内 祐次,池添 兼雄
2020年2月23日,小倉大賞典,GⅢ,8,アロハリリー,牝5,中谷 雄太,高野 友和
2020年2月23日,小倉大賞典,GⅢ,9,ヴェロックス,牡4,川田 将雅,中内田 充正
2020年2月23日,小倉大賞典,GⅢ,10,アンノートル,牡6,柴田 大知,田中 博康
2020年2月23日,小倉大賞典,GⅢ,11,エメラルファイト,牡4,石川 裕紀人,相沢 郁
2020年2月23日,小倉大賞典,GⅢ,12,タニノフランケル,牡5,吉田 隼人,角居 勝彦
2020年2月23日,小倉大賞典,GⅢ,13,ランスオブプラーナ,牡4,古川 吉洋,本田 優
2020年2月23日,小倉大賞典,GⅢ,14,サイモンラムセス,牡10,小牧 太,梅田 智之
2020年3月1日,中山記念,GⅡ,1,ダノンキングリー,牡4,横山 典弘,萩原 清
2020年3月1日,中山記念,GⅡ,2,ラッキーライラック,牝5,M.デムーロ,松永 幹夫
2020年3月1日,中山記念,GⅡ,3,ソウルスターリング,牝6,北村 宏司,藤沢 和雄
2020年3月1日,中山記念,GⅡ,4,インディチャンプ,牡5,福永 祐一,音無 秀孝
2020年3月1日,中山記念,GⅡ,5,ペルシアンナイト,牡6,池添 謙一,池江 泰寿
2020年3月1日,中山記念,GⅡ,6,マルターズアポジー,牡8,武士沢 友治,堀井 雅広
2020年3月1日,中山記念,GⅡ,7,ウインブライト,牡6,F.ミナリク,畠山 吉宏
2020年3月1日,中山記念,GⅡ,8,ゴールドサーベラス,牡8,横山 和生,清水 英克
2020年3月1日,中山記念,GⅡ,9,エンジニア,牡7,大野 拓弥,牧 光二
2020年3月1日,阪急杯,GⅢ,1,ベストアクター,せん6,浜中 俊,鹿戸 雄一
2020年3月1日,阪急杯,GⅢ,2,フィアーノロマーノ,牡6,川田 将雅,高野 友和
2020年3月1日,阪急杯,GⅢ,3,ダイアトニック,牡5,北村 友一,安田 隆行
2020年3月1日,阪急杯,GⅢ,4,スマートオーディン,牡7,秋山 真一郎,池江 泰寿
2020年3月1日,阪急杯,GⅢ,5,ステルヴィオ,牡5,丸山 元気,木村 哲也
2020年3月1日,阪急杯,GⅢ,6,ストーミーシー,牡7,松若 風馬,斎藤 誠
2020年3月1日,阪急杯,GⅢ,7,クリノガウディー,牡4,森 裕太朗,藤沢 則雄
2020年3月1日,阪急杯,GⅢ,8,レインボーフラッグ,牡7,松山 弘平,小崎 憲
2020年3月1日,阪急杯,GⅢ,9,ラヴィングアンサー,牡6,和田 竜二,石坂 正
2020年3月1日,阪急杯,GⅢ,10,ディープダイバー,牡4,酒井 学,大久保 龍志
2020年3月1日,阪急杯,GⅢ,11,ハッピーアワー,牡4,吉田 隼人,武 幸四郎
2020年3月1日,阪急杯,GⅢ,12,マイスタイル,牡6,田中 勝春,昆 貢
2020年3月1日,阪急杯,GⅢ,13,ライラックカラー,牡5,木幡 育也,藤沢 和雄
2020年3月1日,阪急杯,GⅢ,14,ジョイフル,牡6,川又 賢治,吉村 圭司
2020年3月1日,阪急杯,GⅢ,15,ニシノラッシュ,牡8,松田 大作,宮本 博
2020年3月1日,阪急杯,GⅢ,16,アンヴァル,牝5,藤岡 佑介,藤岡 健一
2020年3月1日,阪急杯,GⅢ,17,ロジクライ,牡7,岩田 康誠,須貝 尚介
2020年3月1日,阪急杯,GⅢ,18,サフランハート,牡7,幸 英明,北出 成人
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,1,ダノンスマッシュ,牡5,川田 将雅,安田 隆行
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,2,ナックビーナス,牝7,横山 典弘,杉浦 宏昭
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,3,タワーオブロンドン,牡5,C.ルメール,藤沢 和雄
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,4,グランドボヌール,牡6,城戸 義政,鈴木 孝志
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,5,キングハート,牡7,北村 宏司,星野 忍
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,6,カッパツハッチ,牝5,丸山 元気,矢野 英一
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,7,ダイメイプリンセス,牝7,秋山 真一郎,森田 直行
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,8,レジーナフォルテ,牝6,杉原 誠人,佐藤 吉勝
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,9,ティーハーフ,牡10,国分 優作,西浦 勝一
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,10,ハウメア,牝6,L.ヒューイットソン,藤沢 和雄
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,11,エスターテ,牝5,丸田 恭介,伊藤 伸一
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,12,エンゲルヘン,牝6,石川 裕紀人,五十嵐 忠男
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,13,ラブカンプー,牝5,F.ミナリク,森田 直行
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,14,ナインテイルズ,牡9,野中 悠太郎,長谷川 浩大
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,15,ナリタスターワン,牡8,笹川 翼,須田 和伸
2020年3月7日,夕刊フジ賞オーシャンステークス,GⅢ,16,クールティアラ,牝4,津村 明秀,矢野 英一
2020年3月7日,チューリップ賞,GⅡ,1,マルターズディオサ,牝3,田辺 裕信,手塚 貴久
2020年3月7日,チューリップ賞,GⅡ,2,クラヴァシュドール,牝3,M.デムーロ,中内田 充正
2020年3月7日,チューリップ賞,GⅡ,3,レシステンシア,牝3,北村 友一,松下 武士
2020年3月7日,チューリップ賞,GⅡ,4,イズジョーノキセキ,牝3,岩田 康誠,石坂 公一
2020年3月7日,チューリップ賞,GⅡ,5,スマートリアン,牝3,幸 英明,石橋 守
2020年3月7日,チューリップ賞,GⅡ,6,ウーマンズハート,牝3,藤岡 康太,西浦 勝一
2020年3月7日,チューリップ賞,GⅡ,7,スマイルカナ,牝3,丹内 祐次,高橋 祥泰
2020年3月7日,チューリップ賞,GⅡ,8,ピーエムピンコ,牝3,和田 竜二,和田 正一郎
2020年3月7日,チューリップ賞,GⅡ,9,チェーンオブラブ,牝3,石橋 脩,小笠 倫弘
2020年3月7日,チューリップ賞,GⅡ,10,メデタシメデタシ,牝3,坂井 瑠星,大久保 龍志
2020年3月7日,チューリップ賞,GⅡ,11,ショウリュウハル,牝3,松若 風馬,佐々木 晶三
2020年3月7日,チューリップ賞,GⅡ,12,フルートフルデイズ,牝3,藤岡 佑介,浜田 多実雄
2020年3月7日,チューリップ賞,GⅡ,13,シャンドフルール,牝3,武 豊,松永 幹夫
2020年3月7日,チューリップ賞,GⅡ,14,モズアーントモー,牝3,松山 弘平,森田 直行
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,1,サトノフラッグ,牡3,武 豊,国枝 栄
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,2,ワーケア,牡3,C.ルメール,手塚 貴久
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,3,オーソリティ,牡3,L.ヒューイットソン,木村 哲也
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,4,ブラックホール,牡3,石川 裕紀人,相沢 郁
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,5,オーロアドーネ,牡3,三浦 皇成,戸田 博文
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,6,アラタ,牡3,大野 拓弥,和田 勇介
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,7,エンデュミオン,牡3,田中 勝春,清水 久詞
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,8,ウインカーネリアン,牡3,F.ミナリク,鹿戸 雄一
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,9,パンサラッサ,牡3,坂井 瑠星,矢作 芳人
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,10,メイショウボサツ,牡3,横山 典弘,西浦 勝一
2020年3月8日,報知杯弥生賞ディープインパクト記念,GⅡ,11,ディヴィナシオン,牡3,内田 博幸,森 秀行
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1,フェアリーポルカ,牝4,和田 竜二,西村 真幸
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,2,リュヌルージュ,牝5,団野 大成,斉藤 崇史
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,3,エスポワール,牝4,M.デムーロ,角居 勝彦
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,4,デンコウアンジュ,牝7,柴田 善臣,荒川 義之
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,5,レイホーロマンス,牝7,石川 裕紀人,橋田 満
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,6,レッドアネモス,牝4,津村 明秀,友道 康夫
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,7,ウインシャトレーヌ,牝6,内田 博幸,大久保 龍志
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,8,モルフェオルフェ,牝5,江田 照男,大江原 哲
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,8,ウラヌスチャーム,牝5,横山 典弘,斎藤 誠
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,10,フィリアプーラ,牝4,L.ヒューイットソン,菊沢 隆徳
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,11,ロフティフレーズ,牝5,武藤 雅,上原 博之
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,12,レッドランディーニ,牝5,吉田 豊,石坂 正
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,13,ゴージャスランチ,牝5,北村 宏司,鹿戸 雄一
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,14,メイショウグロッケ,牝6,大野 拓弥,荒川 義之
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,15,カリビアンゴールド,牝6,石橋 脩,鮫島 一歩
2020年3月14日,ローレル競馬場賞 中山牝馬ステークス,GⅢ,16,コントラチェック,牝4,C.ルメール,藤沢 和雄
2020年3月14日,阪神スプリングジャンプ,J・GⅡ,1,オジュウチョウサン,牡9,石神 深一,和田 正一郎
2020年3月14日,阪神スプリングジャンプ,J・GⅡ,2,シングンマイケル,せん6,金子 光希,大江原 哲
2020年3月14日,阪神スプリングジャンプ,J・GⅡ,3,トラスト,牡6,熊沢 重文,長谷川 浩大
2020年3月14日,阪神スプリングジャンプ,J・GⅡ,4,シンキングダンサー,牡7,五十嵐 雄祐,武市 康男
2020年3月14日,阪神スプリングジャンプ,J・GⅡ,5,ヒロシゲセブン,牡5,高田 潤,北出 成人
2020年3月14日,阪神スプリングジャンプ,J・GⅡ,6,ブライトクォーツ,牡6,西谷 誠,荒川 義之
2020年3月14日,阪神スプリングジャンプ,J・GⅡ,7,スズカプレスト,牡8,北沢 伸也,橋田 満
2020年3月14日,阪神スプリングジャンプ,J・GⅡ,8,ハルキストン,牡5,中村 将之,浅見 秀一
2020年3月14日,阪神スプリングジャンプ,J・GⅡ,9,シゲルスズキ,牡7,佐久間 寛志,藤沢 則雄
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,1,シャインガーネット,牝3,田辺 裕信,栗田 徹
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,2,ラウダシオン,牡3,武 豊,斉藤 崇史
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,3,ヴェスターヴァルト,牡3,菱田 裕二,加藤 征弘
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,4,トリプルエース,牡3,藤岡 康太,斉藤 崇史
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,5,レッドライデン,牡3,横山 武史,鹿戸 雄一
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,6,ウイングレイテスト,牡3,F.ミナリク,青木 孝文
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,7,エグレムニ,牡3,岩田 望来,加用 正
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,8,ゼンノジャスタ,牡3,福永 祐一,浅見 秀一
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,9,ビアンフェ,牡3,藤岡 佑介,中竹 和也
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,10,セイウンパワフル,牡3,斎藤 新,斎藤 誠
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,11,アブソルティスモ,牡3,丸山 元気,藤沢 和雄
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,12,マイネルグリット,牡3,国分 優作,吉田 直弘
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,13,コスモリモーネ,牡3,川又 賢治,高橋 裕
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,14,テーオーマルクス,牡3,荻野 琢真,宮 徹
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,15,ペコリーノロマーノ,牝3,吉田 隼人,久保田 貴士
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,16,ライチェフェイス,牡3,藤井 勘一郎,新谷 功一
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,17,エーティーメジャー,牡3,荻野 極,湯窪 幸雄
2020年3月14日,中日スポーツ賞 ファルコンステークス,GⅢ,18,デンタルバルーン,牝3,西村 淳也,牧浦 充徳
2020年3月15日,報知杯フィリーズレビュー,GⅡ,1,エーポス,牝3,岩田 康誠,北出 成人
2020年3月15日,報知杯フィリーズレビュー,GⅡ,2,ヤマカツマーメイド,牝3,池添 謙一,池添 兼雄
2020年3月15日,報知杯フィリーズレビュー,GⅡ,3,ナイントゥファイブ,牝3,松田 大作,西園 正都
2020年3月15日,報知杯フィリーズレビュー,GⅡ,4,カリオストロ,牝3,松山 弘平,加用 正
2020年3月15日,報知杯フィリーズレビュー,GⅡ,5,フェアレストアイル,牝3,坂井 瑠星,中内田 充正
2020年3月15日,報知杯フィリーズレビュー,GⅡ,6,メルテッドハニー,牝3,斎藤 新,大江原 哲
2020年3月15日,報知杯フィリーズレビュー,GⅡ,7,パフェムリ,牝3,西村 淳也,岡田 稲男
2020年3月15日,報知杯フィリーズレビュー,GⅡ,8,ケープコッド,牝3,M.デムーロ,高柳 瑞樹
2020年3月15日,報知杯フィリーズレビュー,GⅡ,9,アヌラーダプラ,牝3,三浦 皇成,萩原 清
